Ticket_ID,Created_Date,Closed_Date,Office,Category,Priority,Status,Assigned_Team,Days_Open,SLA_Target_Days,SLA_Status,Customer_Type,Aging_Bucket
TCK-10445,2025-11-16,,Operations,Account Access,High,Escalated,Systems Team,165,4,Missed,Internal User,15+ days
TCK-10446,2025-02-22,2025-02-24,Finance,Training Request,High,Closed,Tier 1 Support,2,4,Met,Internal User,0-3 days
TCK-10447,2026-02-13,2026-02-16,IT Services,Training Request,Medium,Closed,CRM Admin,3,7,Met,Leadership Office,0-3 days
TCK-10448,2026-03-23,,Operations,Data Correction,Medium,Pending Customer,Tier 1 Support,38,7,Missed,Internal User,15+ days
TCK-10449,2025-04-21,2025-04-30,Human Resources,Report Request,Low,Closed,Tier 1 Support,9,10,Met,Internal User,8-14 days
TCK-10450,2025-03-12,2025-03-19,Policy,System Error,Medium,Closed,CRM Admin,7,7,Met,Program Office,4-7 days
TCK-10451,2025-09-14,2025-09-14,Policy,System Error,High,Closed,CRM Admin,0,4,Met,Program Office,0-3 days
TCK-10452,2026-03-06,2026-03-15,IT Services,Data Correction,Medium,Closed,Tier 2 Support,9,7,Missed,Leadership Office,8-14 days
TCK-10453,2026-03-03,,Policy,Report Request,Medium,Open,Tier 1 Support,58,7,Missed,Leadership Office,15+ days
TCK-10454,2025-08-11,,Finance,System Error,Medium,Open,CRM Admin,262,7,Missed,Leadership Office,15+ days
TCK-10455,2025-08-06,2025-08-21,Program Management,Report Request,Low,Closed,Tier 2 Support,15,10,Missed,Leadership Office,15+ days
TCK-10456,2025-01-06,2025-01-13,Operations,Account Access,Low,Closed,Systems Team,7,10,Met,Program Office,4-7 days
TCK-10457,2025-06-18,2025-06-25,IT Services,Report Request,Low,Closed,Tier 1 Support,7,10,Met,Leadership Office,4-7 days
TCK-10458,2025-05-21,2025-06-02,Policy,User Permissions,Medium,Closed,CRM Admin,12,7,Missed,Program Office,8-14 days
TCK-10459,2025-11-17,2025-11-29,Program Management,Training Request,Low,Closed,Reporting Team,12,10,Missed,Program Office,8-14 days
TCK-10460,2025-03-30,,IT Services,Account Access,Medium,Pending Customer,Tier 1 Support,396,7,Missed,Program Office,15+ days
TCK-10461,2025-01-15,2025-01-20,Operations,Account Access,Medium,Closed,Reporting Team,5,7,Met,Internal User,4-7 days
TCK-10462,2025-01-29,2025-02-02,Finance,Account Access,Medium,Closed,Systems Team,4,7,Met,Program Office,4-7 days
TCK-10463,2026-03-13,2026-03-26,Finance,User Permissions,Low,Closed,Tier 2 Support,13,10,Missed,Leadership Office,8-14 days
TCK-10464,2026-01-05,2026-01-09,Policy,System Error,High,Closed,Reporting Team,4,4,Met,Leadership Office,4-7 days
TCK-10465,2025-12-09,,Finance,Account Access,Low,Open,Tier 2 Support,142,10,Missed,Program Office,15+ days
TCK-10466,2025-01-23,,IT Services,System Error,Medium,Open,Tier 2 Support,462,7,Missed,Leadership Office,15+ days
TCK-10467,2026-01-18,,Human Resources,Report Request,High,Escalated,Reporting Team,102,4,Missed,Leadership Office,15+ days
TCK-10468,2026-03-05,2026-03-14,Program Management,Account Access,Medium,Closed,Tier 1 Support,9,7,Missed,Internal User,8-14 days
TCK-10469,2025-04-04,,Operations,Account Access,High,Open,Tier 2 Support,391,4,Missed,Leadership Office,15+ days
TCK-10470,2025-07-11,,Operations,Report Request,Medium,Pending Customer,Tier 2 Support,293,7,Missed,Leadership Office,15+ days
TCK-10471,2026-01-22,2026-01-24,Finance,Data Correction,High,Closed,Systems Team,2,4,Met,Program Office,0-3 days
TCK-10472,2025-07-31,,Operations,Data Correction,Low,Open,CRM Admin,273,10,Missed,Program Office,15+ days
TCK-10473,2025-12-24,,Policy,Training Request,Medium,Open,Reporting Team,127,7,Missed,Leadership Office,15+ days
TCK-10474,2025-12-18,,IT Services,System Error,High,Open,Tier 2 Support,133,4,Missed,Leadership Office,15+ days
TCK-10475,2025-10-19,2025-10-23,Finance,Data Correction,Low,Closed,CRM Admin,4,10,Met,Leadership Office,4-7 days
TCK-10476,2025-09-15,2025-09-25,Finance,Account Access,Medium,Closed,Systems Team,10,7,Missed,Internal User,8-14 days
TCK-10477,2025-05-13,2025-05-24,Policy,Data Correction,Low,Closed,Reporting Team,11,10,Missed,Internal User,8-14 days
TCK-10478,2025-08-28,2025-09-01,Program Management,User Permissions,Medium,Closed,Systems Team,4,7,Met,Internal User,4-7 days
TCK-10479,2025-06-15,2025-06-19,Program Management,System Error,High,Closed,CRM Admin,4,4,Met,Program Office,4-7 days
TCK-10480,2025-11-28,,Finance,Report Request,High,Open,Tier 2 Support,153,4,Missed,Program Office,15+ days
TCK-10481,2025-10-07,,IT Services,User Permissions,Low,Open,Reporting Team,205,10,Missed,Leadership Office,15+ days
TCK-10482,2025-07-24,2025-07-26,Policy,Report Request,Medium,Closed,Systems Team,2,7,Met,Program Office,0-3 days
TCK-10483,2025-09-05,2025-09-17,IT Services,Account Access,Medium,Closed,Reporting Team,12,7,Missed,Program Office,8-14 days
TCK-10484,2026-02-01,2026-02-05,IT Services,Account Access,Medium,Closed,Tier 2 Support,4,7,Met,Leadership Office,4-7 days
TCK-10485,2025-03-27,,Operations,Training Request,High,Pending Customer,Tier 2 Support,399,4,Missed,Internal User,15+ days
TCK-10486,2025-12-06,,Human Resources,Report Request,Medium,Escalated,Tier 2 Support,145,7,Missed,Program Office,15+ days
TCK-10487,2025-08-23,2025-08-27,Operations,Report Request,Medium,Closed,CRM Admin,4,7,Met,Internal User,4-7 days
TCK-10488,2025-04-05,2025-04-11,Human Resources,User Permissions,Low,Closed,Tier 2 Support,6,10,Met,Internal User,4-7 days
TCK-10489,2025-12-17,2025-12-24,Human Resources,System Error,Medium,Closed,Systems Team,7,7,Met,Leadership Office,4-7 days
TCK-10490,2025-07-21,,Policy,System Error,Medium,Pending Customer,Reporting Team,283,7,Missed,Leadership Office,15+ days
TCK-10491,2025-05-05,,Operations,System Error,High,Open,CRM Admin,360,4,Missed,Program Office,15+ days
TCK-10492,2026-02-24,,IT Services,System Error,Medium,Pending Customer,Systems Team,65,7,Missed,Internal User,15+ days
TCK-10493,2025-06-27,2025-07-01,IT Services,Data Correction,Medium,Closed,Tier 2 Support,4,7,Met,Program Office,4-7 days
TCK-10494,2025-07-05,,IT Services,Training Request,Medium,Pending Customer,Reporting Team,299,7,Missed,Internal User,15+ days
TCK-10495,2025-11-27,2025-12-07,Human Resources,Report Request,Low,Closed,Reporting Team,10,10,Met,Leadership Office,8-14 days
TCK-10496,2025-04-03,2025-04-09,Program Management,User Permissions,Medium,Closed,Reporting Team,6,7,Met,Internal User,4-7 days
TCK-10497,2025-05-14,2025-05-18,Human Resources,System Error,Critical,Closed,Tier 1 Support,4,2,Missed,Program Office,4-7 days
TCK-10498,2025-12-18,2025-12-25,Program Management,Account Access,High,Closed,Tier 2 Support,7,4,Missed,Program Office,4-7 days
TCK-10499,2025-03-07,2025-03-09,Policy,System Error,Medium,Closed,Reporting Team,2,7,Met,Internal User,0-3 days
TCK-10500,2025-06-05,2025-06-11,Human Resources,Training Request,Medium,Closed,Reporting Team,6,7,Met,Leadership Office,4-7 days
TCK-10501,2025-07-10,2025-07-18,Human Resources,Data Correction,High,Closed,Reporting Team,8,4,Missed,Leadership Office,8-14 days
TCK-10502,2026-01-24,2026-01-24,Operations,Account Access,Medium,Closed,CRM Admin,0,7,Met,Leadership Office,0-3 days
TCK-10503,2025-10-30,2025-10-31,Program Management,Account Access,Medium,Closed,Reporting Team,1,7,Met,Program Office,0-3 days
TCK-10504,2025-01-21,2025-01-24,Finance,Account Access,Low,Closed,Systems Team,3,10,Met,Leadership Office,0-3 days
TCK-10505,2025-07-09,2025-07-13,IT Services,Report Request,Medium,Closed,Tier 2 Support,4,7,Met,Program Office,4-7 days
TCK-10506,2025-07-02,2025-07-13,Finance,User Permissions,Medium,Closed,Tier 1 Support,11,7,Missed,Leadership Office,8-14 days
TCK-10507,2025-02-27,,Human Resources,Training Request,Medium,Open,Tier 1 Support,427,7,Missed,Internal User,15+ days
TCK-10508,2026-01-08,2026-01-13,Finance,Report Request,Low,Closed,Reporting Team,5,10,Met,Leadership Office,4-7 days
TCK-10509,2025-11-13,,IT Services,Training Request,Low,Pending Customer,Reporting Team,168,10,Missed,Internal User,15+ days
TCK-10510,2025-02-09,,IT Services,User Permissions,Medium,Open,Tier 1 Support,445,7,Missed,Program Office,15+ days
TCK-10511,2025-09-20,,Program Management,System Error,Critical,Open,Tier 1 Support,222,2,Missed,Internal User,15+ days
TCK-10512,2026-01-18,2026-01-21,Human Resources,System Error,Medium,Closed,Tier 1 Support,3,7,Met,Internal User,0-3 days
TCK-10513,2025-10-20,2025-10-20,Operations,User Permissions,Medium,Closed,Tier 1 Support,0,7,Met,Program Office,0-3 days
TCK-10514,2025-10-21,2025-10-26,Program Management,Report Request,Medium,Closed,Tier 2 Support,5,7,Met,Program Office,4-7 days
TCK-10515,2025-09-14,2025-09-23,Finance,Account Access,Medium,Closed,Reporting Team,9,7,Missed,Internal User,8-14 days
TCK-10516,2025-01-10,2025-01-11,Finance,Report Request,High,Closed,Reporting Team,1,4,Met,Leadership Office,0-3 days
TCK-10517,2026-02-09,2026-02-11,Finance,Data Correction,Critical,Closed,Tier 1 Support,2,2,Met,Leadership Office,0-3 days
TCK-10518,2025-05-28,2025-06-01,Program Management,Training Request,High,Closed,Reporting Team,4,4,Met,Leadership Office,4-7 days
TCK-10519,2025-11-01,2025-11-07,Finance,Report Request,Medium,Closed,CRM Admin,6,7,Met,Program Office,4-7 days
TCK-10520,2025-03-19,2025-03-24,Operations,Training Request,Medium,Closed,Tier 2 Support,5,7,Met,Leadership Office,4-7 days
TCK-10521,2025-07-19,,Policy,System Error,Medium,Open,Systems Team,285,7,Missed,Program Office,15+ days
TCK-10522,2025-02-12,,Finance,Report Request,Low,Escalated,CRM Admin,442,10,Missed,Program Office,15+ days
TCK-10523,2025-08-20,,Finance,Training Request,Medium,Open,Reporting Team,253,7,Missed,Program Office,15+ days
TCK-10524,2026-01-27,,IT Services,User Permissions,Low,Escalated,Reporting Team,93,10,Missed,Internal User,15+ days
TCK-10525,2025-07-12,,Human Resources,System Error,High,Open,Tier 2 Support,292,4,Missed,Internal User,15+ days
TCK-10526,2025-02-26,,Operations,User Permissions,Medium,Open,Reporting Team,428,7,Missed,Leadership Office,15+ days
TCK-10527,2025-07-29,2025-08-05,Finance,User Permissions,Medium,Closed,Tier 1 Support,7,7,Met,Leadership Office,4-7 days
TCK-10528,2026-03-29,2026-04-02,Policy,Report Request,Medium,Closed,Systems Team,4,7,Met,Leadership Office,4-7 days
TCK-10529,2025-09-30,,Program Management,Data Correction,Medium,Pending Customer,Tier 2 Support,212,7,Missed,Program Office,15+ days
TCK-10530,2025-05-28,,Program Management,User Permissions,Low,Pending Customer,Tier 2 Support,337,10,Missed,Leadership Office,15+ days
TCK-10531,2025-02-20,2025-03-01,Policy,Account Access,Medium,Closed,Systems Team,9,7,Missed,Internal User,8-14 days
TCK-10532,2025-03-12,2025-03-17,Human Resources,Training Request,Medium,Closed,Systems Team,5,7,Met,Leadership Office,4-7 days
TCK-10533,2025-07-29,2025-08-02,Program Management,User Permissions,High,Closed,Tier 1 Support,4,4,Met,Program Office,4-7 days
TCK-10534,2025-01-12,,Policy,System Error,High,Pending Customer,Systems Team,473,4,Missed,Leadership Office,15+ days
TCK-10535,2026-03-19,,Operations,Data Correction,Low,Pending Customer,Reporting Team,42,10,Missed,Leadership Office,15+ days
TCK-10536,2025-04-13,2025-04-20,Human Resources,Data Correction,Medium,Closed,Systems Team,7,7,Met,Program Office,4-7 days
TCK-10537,2025-08-24,2025-09-06,Program Management,Training Request,Low,Closed,Tier 1 Support,13,10,Missed,Leadership Office,8-14 days
TCK-10538,2026-03-05,,Operations,Data Correction,Medium,Escalated,Reporting Team,56,7,Missed,Leadership Office,15+ days
TCK-10539,2025-02-05,,Program Management,System Error,Low,Open,Tier 1 Support,449,10,Missed,Program Office,15+ days
TCK-10540,2025-05-14,2025-05-14,Policy,Training Request,High,Closed,Systems Team,0,4,Met,Leadership Office,0-3 days
TCK-10541,2025-01-13,,Policy,Account Access,Medium,Pending Customer,CRM Admin,472,7,Missed,Program Office,15+ days
TCK-10542,2026-01-02,2026-01-08,Program Management,System Error,High,Closed,Tier 1 Support,6,4,Missed,Internal User,4-7 days
TCK-10543,2025-03-16,2025-03-16,Policy,Data Correction,High,Closed,CRM Admin,0,4,Met,Program Office,0-3 days
TCK-10544,2025-12-03,,Program Management,Data Correction,Medium,Pending Customer,CRM Admin,148,7,Missed,Internal User,15+ days
TCK-10545,2025-06-18,,Operations,Report Request,Medium,Open,CRM Admin,316,7,Missed,Program Office,15+ days
TCK-10546,2025-12-19,2025-12-22,Policy,Report Request,Medium,Closed,Systems Team,3,7,Met,Program Office,0-3 days
TCK-10547,2025-11-01,,Finance,Training Request,Low,Open,CRM Admin,180,10,Missed,Leadership Office,15+ days
TCK-10548,2025-05-30,2025-06-04,IT Services,User Permissions,Medium,Closed,CRM Admin,5,7,Met,Program Office,4-7 days
TCK-10549,2026-01-01,2026-01-06,Operations,Training Request,Medium,Closed,CRM Admin,5,7,Met,Program Office,4-7 days
TCK-10550,2025-05-12,,Operations,Training Request,Medium,Open,CRM Admin,353,7,Missed,Internal User,15+ days
TCK-10551,2025-10-27,2025-10-28,IT Services,System Error,Low,Closed,Reporting Team,1,10,Met,Leadership Office,0-3 days
TCK-10552,2025-03-29,2025-03-30,IT Services,Training Request,Critical,Closed,CRM Admin,1,2,Met,Leadership Office,0-3 days
TCK-10553,2025-07-11,,Program Management,Data Correction,Medium,Escalated,Reporting Team,293,7,Missed,Program Office,15+ days
TCK-10554,2025-01-08,,Operations,Report Request,Medium,Open,Tier 2 Support,477,7,Missed,Internal User,15+ days
TCK-10555,2025-03-18,2025-03-25,Finance,System Error,Medium,Closed,Reporting Team,7,7,Met,Leadership Office,4-7 days
TCK-10556,2025-11-23,,IT Services,Data Correction,High,Pending Customer,Tier 2 Support,158,4,Missed,Program Office,15+ days
TCK-10557,2025-12-07,2025-12-18,Finance,Training Request,Low,Closed,Systems Team,11,10,Missed,Leadership Office,8-14 days
TCK-10558,2025-10-03,,Human Resources,System Error,High,Escalated,Systems Team,209,4,Missed,Leadership Office,15+ days
TCK-10559,2025-05-07,2025-05-17,Operations,Data Correction,Low,Closed,Reporting Team,10,10,Met,Internal User,8-14 days
TCK-10560,2025-01-21,2025-01-29,Finance,Account Access,Critical,Closed,Tier 2 Support,8,2,Missed,Leadership Office,8-14 days
TCK-10561,2026-03-02,,Operations,Data Correction,High,Pending Customer,Tier 2 Support,59,4,Missed,Leadership Office,15+ days
TCK-10562,2026-01-25,2026-02-01,IT Services,Account Access,Medium,Closed,CRM Admin,7,7,Met,Leadership Office,4-7 days
TCK-10563,2025-02-07,,IT Services,Training Request,Low,Open,Tier 2 Support,447,10,Missed,Leadership Office,15+ days
TCK-10564,2025-09-07,,Program Management,Account Access,Medium,Open,Reporting Team,235,7,Missed,Leadership Office,15+ days
TCK-10565,2025-04-10,2025-04-16,Finance,System Error,Medium,Closed,Systems Team,6,7,Met,Program Office,4-7 days
TCK-10566,2025-09-10,2025-09-10,Program Management,Training Request,Medium,Closed,CRM Admin,0,7,Met,Leadership Office,0-3 days
TCK-10567,2025-06-03,2025-06-06,IT Services,Report Request,Medium,Closed,Reporting Team,3,7,Met,Internal User,0-3 days
TCK-10568,2026-01-23,2026-01-30,Finance,Training Request,High,Closed,Reporting Team,7,4,Missed,Program Office,4-7 days
TCK-10569,2025-03-25,2025-04-01,Program Management,Report Request,Low,Closed,Systems Team,7,10,Met,Internal User,4-7 days
TCK-10570,2025-04-10,2025-04-12,Operations,Report Request,High,Closed,Systems Team,2,4,Met,Program Office,0-3 days
TCK-10571,2025-06-13,2025-06-14,Operations,Training Request,High,Closed,Tier 2 Support,1,4,Met,Program Office,0-3 days
TCK-10572,2025-03-22,2025-03-23,Operations,Data Correction,Low,Closed,Systems Team,1,10,Met,Leadership Office,0-3 days
TCK-10573,2025-03-22,2025-03-24,Program Management,User Permissions,Medium,Closed,CRM Admin,2,7,Met,Internal User,0-3 days
TCK-10574,2025-05-15,,Finance,Report Request,Medium,Pending Customer,Tier 2 Support,350,7,Missed,Program Office,15+ days
TCK-10575,2025-06-20,,IT Services,System Error,High,Pending Customer,Reporting Team,314,4,Missed,Internal User,15+ days
TCK-10576,2026-01-26,,Program Management,Report Request,High,Open,Tier 2 Support,94,4,Missed,Program Office,15+ days
TCK-10577,2026-01-28,2026-02-04,Finance,Report Request,Medium,Closed,CRM Admin,7,7,Met,Internal User,4-7 days
TCK-10578,2025-06-14,2025-06-24,IT Services,Training Request,Medium,Closed,Tier 2 Support,10,7,Missed,Internal User,8-14 days
TCK-10579,2025-11-13,,Finance,User Permissions,Medium,Pending Customer,Reporting Team,168,7,Missed,Leadership Office,15+ days
TCK-10580,2025-10-31,,Human Resources,User Permissions,Medium,Escalated,Reporting Team,181,7,Missed,Leadership Office,15+ days
TCK-10581,2025-12-28,2025-12-31,Human Resources,Account Access,Medium,Closed,CRM Admin,3,7,Met,Program Office,0-3 days
TCK-10582,2025-10-03,,Human Resources,System Error,Medium,Escalated,Tier 2 Support,209,7,Missed,Leadership Office,15+ days
TCK-10583,2025-02-07,2025-02-11,Operations,Training Request,Medium,Closed,CRM Admin,4,7,Met,Leadership Office,4-7 days
TCK-10584,2025-04-13,2025-04-19,Finance,Training Request,Medium,Closed,Systems Team,6,7,Met,Leadership Office,4-7 days
TCK-10585,2025-05-14,2025-05-19,Human Resources,User Permissions,Medium,Closed,CRM Admin,5,7,Met,Program Office,4-7 days
TCK-10586,2026-01-31,,Operations,Report Request,Medium,Pending Customer,Reporting Team,89,7,Missed,Internal User,15+ days
TCK-10587,2025-08-24,,IT Services,User Permissions,Medium,Open,Tier 1 Support,249,7,Missed,Internal User,15+ days
TCK-10588,2025-03-03,2025-03-08,Program Management,Account Access,Medium,Closed,Systems Team,5,7,Met,Internal User,4-7 days
TCK-10589,2025-09-20,2025-10-03,Finance,Training Request,Medium,Closed,Reporting Team,13,7,Missed,Program Office,8-14 days
TCK-10590,2025-10-22,,Human Resources,Training Request,Medium,Open,Tier 1 Support,190,7,Missed,Leadership Office,15+ days
TCK-10591,2026-02-04,,IT Services,System Error,Low,Open,Systems Team,85,10,Missed,Leadership Office,15+ days
TCK-10592,2025-04-08,2025-04-11,Program Management,Report Request,High,Closed,Reporting Team,3,4,Met,Program Office,0-3 days
TCK-10593,2026-04-01,2026-04-04,Policy,Training Request,High,Closed,CRM Admin,3,4,Met,Program Office,0-3 days
TCK-10594,2025-09-28,2025-10-01,Program Management,Account Access,High,Closed,Reporting Team,3,4,Met,Leadership Office,0-3 days
TCK-10595,2025-05-31,,Program Management,Data Correction,Low,Pending Customer,CRM Admin,334,10,Missed,Internal User,15+ days
TCK-10596,2025-10-27,2025-11-02,Program Management,User Permissions,Medium,Closed,Tier 2 Support,6,7,Met,Leadership Office,4-7 days
TCK-10597,2025-07-01,2025-07-03,Operations,Data Correction,High,Closed,CRM Admin,2,4,Met,Internal User,0-3 days
TCK-10598,2025-02-21,2025-02-28,Human Resources,Data Correction,Low,Closed,Systems Team,7,10,Met,Program Office,4-7 days
TCK-10599,2025-02-05,2025-02-11,Finance,Data Correction,Medium,Closed,Reporting Team,6,7,Met,Program Office,4-7 days
TCK-10600,2025-04-30,2025-05-06,Finance,Account Access,High,Closed,Tier 2 Support,6,4,Missed,Program Office,4-7 days
TCK-10601,2025-03-05,2025-03-05,Policy,Data Correction,High,Closed,Reporting Team,0,4,Met,Internal User,0-3 days
TCK-10602,2025-08-17,,Program Management,Training Request,Medium,Open,Tier 1 Support,256,7,Missed,Internal User,15+ days
TCK-10603,2025-03-31,2025-04-04,Operations,Account Access,Medium,Closed,Reporting Team,4,7,Met,Leadership Office,4-7 days
TCK-10604,2025-11-06,,Program Management,Data Correction,Medium,Escalated,Tier 2 Support,175,7,Missed,Internal User,15+ days
TCK-10605,2026-02-14,2026-02-14,Human Resources,Account Access,Medium,Closed,Reporting Team,0,7,Met,Program Office,0-3 days
TCK-10606,2025-07-24,,Finance,Report Request,Critical,Open,Tier 1 Support,280,2,Missed,Program Office,15+ days
TCK-10607,2026-03-11,2026-03-15,Program Management,System Error,Medium,Closed,Tier 1 Support,4,7,Met,Program Office,4-7 days
TCK-10608,2026-01-09,2026-01-10,Operations,Data Correction,Medium,Closed,Tier 2 Support,1,7,Met,Leadership Office,0-3 days
TCK-10609,2025-01-05,,Human Resources,Training Request,Low,Open,Tier 2 Support,480,10,Missed,Leadership Office,15+ days
TCK-10610,2025-12-05,2025-12-06,Operations,System Error,Medium,Closed,Tier 2 Support,1,7,Met,Internal User,0-3 days
TCK-10611,2025-09-23,2025-09-25,Human Resources,Data Correction,Critical,Closed,Tier 1 Support,2,2,Met,Program Office,0-3 days
TCK-10612,2025-04-15,2025-04-19,Finance,Training Request,Medium,Closed,CRM Admin,4,7,Met,Internal User,4-7 days
TCK-10613,2026-02-06,,Operations,System Error,Low,Open,Tier 1 Support,83,10,Missed,Leadership Office,15+ days
TCK-10614,2025-07-13,2025-07-17,Operations,Data Correction,High,Closed,Tier 1 Support,4,4,Met,Internal User,4-7 days
TCK-10615,2025-06-28,,Program Management,System Error,High,Open,Reporting Team,306,4,Missed,Leadership Office,15+ days
TCK-10616,2025-08-14,2025-08-21,Policy,Account Access,Low,Closed,CRM Admin,7,10,Met,Program Office,4-7 days
TCK-10617,2025-08-29,2025-08-31,IT Services,User Permissions,High,Closed,Tier 1 Support,2,4,Met,Program Office,0-3 days
TCK-10618,2025-09-10,,Operations,Data Correction,High,Pending Customer,Tier 2 Support,232,4,Missed,Leadership Office,15+ days
TCK-10619,2025-03-08,,Policy,System Error,High,Open,CRM Admin,418,4,Missed,Leadership Office,15+ days
TCK-10620,2025-02-23,2025-02-26,Policy,User Permissions,Low,Closed,CRM Admin,3,10,Met,Program Office,0-3 days
TCK-10621,2025-12-30,2025-12-30,Finance,Data Correction,Critical,Closed,CRM Admin,0,2,Met,Program Office,0-3 days
TCK-10622,2025-07-11,2025-07-16,Human Resources,User Permissions,Medium,Closed,Reporting Team,5,7,Met,Leadership Office,4-7 days
TCK-10623,2025-01-25,,Operations,Data Correction,High,Escalated,Reporting Team,460,4,Missed,Program Office,15+ days
TCK-10624,2025-01-06,2025-01-12,Finance,Data Correction,Medium,Closed,Systems Team,6,7,Met,Program Office,4-7 days
TCK-10625,2025-08-20,2025-08-21,Policy,Report Request,Critical,Closed,Systems Team,1,2,Met,Program Office,0-3 days
TCK-10626,2025-06-22,,Finance,System Error,Critical,Open,Systems Team,312,2,Missed,Program Office,15+ days
TCK-10627,2025-12-06,,Finance,System Error,Low,Pending Customer,Tier 1 Support,145,10,Missed,Leadership Office,15+ days
TCK-10628,2025-03-06,,Human Resources,Account Access,Low,Escalated,Systems Team,420,10,Missed,Leadership Office,15+ days
TCK-10629,2025-06-01,2025-06-05,Human Resources,Training Request,Low,Closed,Tier 2 Support,4,10,Met,Program Office,4-7 days
TCK-10630,2026-02-24,,Operations,Data Correction,High,Escalated,Tier 2 Support,65,4,Missed,Internal User,15+ days
TCK-10631,2025-04-12,2025-04-14,IT Services,Training Request,High,Closed,Tier 1 Support,2,4,Met,Leadership Office,0-3 days
TCK-10632,2025-07-05,2025-07-09,IT Services,Data Correction,Medium,Closed,CRM Admin,4,7,Met,Internal User,4-7 days
TCK-10633,2025-02-21,2025-02-28,Policy,Data Correction,Medium,Closed,Systems Team,7,7,Met,Leadership Office,4-7 days
TCK-10634,2025-08-06,2025-08-08,Program Management,Report Request,High,Closed,Reporting Team,2,4,Met,Leadership Office,0-3 days
TCK-10635,2025-08-04,2025-08-12,Human Resources,Account Access,High,Closed,CRM Admin,8,4,Missed,Leadership Office,8-14 days
TCK-10636,2025-10-12,2025-10-23,Policy,Training Request,Medium,Closed,Systems Team,11,7,Missed,Internal User,8-14 days
TCK-10637,2025-01-31,,Operations,System Error,High,Open,Tier 2 Support,454,4,Missed,Leadership Office,15+ days
TCK-10638,2025-08-03,,Finance,Account Access,Medium,Open,Tier 2 Support,270,7,Missed,Program Office,15+ days
TCK-10639,2025-03-13,,Operations,Data Correction,High,Open,Reporting Team,413,4,Missed,Internal User,15+ days
TCK-10640,2025-12-11,2025-12-11,Policy,Account Access,Medium,Closed,Systems Team,0,7,Met,Program Office,0-3 days
TCK-10641,2025-09-26,2025-09-29,Finance,Account Access,Low,Closed,Systems Team,3,10,Met,Leadership Office,0-3 days
TCK-10642,2025-11-09,,Policy,Report Request,Medium,Open,CRM Admin,172,7,Missed,Internal User,15+ days
TCK-10643,2025-07-15,2025-07-16,Operations,User Permissions,High,Closed,Reporting Team,1,4,Met,Program Office,0-3 days
TCK-10644,2025-04-26,,Policy,Training Request,Medium,Open,Systems Team,369,7,Missed,Program Office,15+ days
TCK-10645,2025-05-04,2025-05-11,Program Management,Account Access,High,Closed,Tier 1 Support,7,4,Missed,Program Office,4-7 days
TCK-10646,2026-03-08,2026-03-08,Finance,User Permissions,High,Closed,Systems Team,0,4,Met,Program Office,0-3 days
TCK-10647,2025-08-03,2025-08-08,Policy,System Error,Medium,Closed,Tier 2 Support,5,7,Met,Leadership Office,4-7 days
TCK-10648,2025-09-11,2025-09-19,Finance,Account Access,Low,Closed,Reporting Team,8,10,Met,Leadership Office,8-14 days
TCK-10649,2025-11-07,2025-11-07,Program Management,Account Access,High,Closed,Systems Team,0,4,Met,Internal User,0-3 days
TCK-10650,2025-10-30,2025-11-02,Human Resources,Training Request,High,Closed,Tier 1 Support,3,4,Met,Internal User,0-3 days
TCK-10651,2026-01-27,2026-02-02,Program Management,User Permissions,Low,Closed,Tier 1 Support,6,10,Met,Program Office,4-7 days
TCK-10652,2025-11-28,,IT Services,Training Request,High,Pending Customer,Tier 1 Support,153,4,Missed,Program Office,15+ days
TCK-10653,2026-02-21,2026-02-21,Operations,Training Request,High,Closed,Tier 2 Support,0,4,Met,Internal User,0-3 days
TCK-10654,2025-11-19,,Program Management,Account Access,High,Open,Reporting Team,162,4,Missed,Program Office,15+ days
TCK-10655,2025-07-03,2025-07-09,Program Management,Account Access,High,Closed,CRM Admin,6,4,Missed,Program Office,4-7 days
TCK-10656,2025-12-24,2025-12-25,Operations,Data Correction,Critical,Closed,Systems Team,1,2,Met,Leadership Office,0-3 days
TCK-10657,2025-11-28,2025-11-30,Program Management,Account Access,Medium,Closed,CRM Admin,2,7,Met,Program Office,0-3 days
TCK-10658,2025-11-12,2025-11-22,Operations,Report Request,Medium,Closed,CRM Admin,10,7,Missed,Internal User,8-14 days
TCK-10659,2026-01-05,2026-01-09,Program Management,Data Correction,Low,Closed,CRM Admin,4,10,Met,Leadership Office,4-7 days
TCK-10660,2025-09-06,2025-09-09,Finance,Data Correction,Medium,Closed,Tier 2 Support,3,7,Met,Program Office,0-3 days
TCK-10661,2025-01-09,2025-01-20,IT Services,Report Request,Low,Closed,Systems Team,11,10,Missed,Leadership Office,8-14 days
TCK-10662,2025-04-02,2025-04-05,Operations,Account Access,Medium,Closed,Tier 1 Support,3,7,Met,Leadership Office,0-3 days
TCK-10663,2025-11-03,2025-11-08,Finance,Training Request,High,Closed,CRM Admin,5,4,Missed,Program Office,4-7 days
TCK-10664,2025-03-10,,Policy,Report Request,High,Open,Systems Team,416,4,Missed,Leadership Office,15+ days
TCK-10665,2025-02-12,2025-02-19,Operations,User Permissions,Medium,Closed,CRM Admin,7,7,Met,Internal User,4-7 days
TCK-10666,2025-09-11,2025-09-16,Operations,Data Correction,Low,Closed,Tier 2 Support,5,10,Met,Program Office,4-7 days
TCK-10667,2025-11-28,,IT Services,System Error,High,Open,Reporting Team,153,4,Missed,Program Office,15+ days
